study,dimension,iteration,nc1,nc2,cor
study2,marks,52,208,149,0.9263512798175905
study2,marks,53,162,195,0.8286028684814698
study2,marks,54,182,188,0.6897457282902245
study2,marks,55,184,173,0.8807753884390968
study2,marks,56,185,196,0.8564384132939812
study2,marks,57,174,191,0.9006718528907393
study2,marks,58,159,198,0.8643783015569867
study2,marks,59,190,180,0.8949306415010575
study2,marks,60,163,207,0.8470835908028025
study2,marks,61,197,173,0.7556359041608298
study2,marks,62,215,142,0.9354402062944949
study2,marks,63,199,158,0.8085531613752273
study2,marks,64,215,159,0.8851159614555678
study2,marks,65,147,227,0.8965359283530943
study2,marks,66,164,193,0.8710027320666521
study2,marks,67,196,178,0.8537289141733542
study2,marks,68,201,173,0.899693943538927
study2,marks,69,178,179,0.8376062291713077
study2,marks,70,184,187,0.7579935285347214
study2,marks,71,200,157,0.8097409706652932
study2,marks,72,192,189,0.7593918876432711
study2,marks,73,171,186,0.8736510311721206
study2,marks,74,186,186,0.8423879425509415
study2,marks,75,176,193,0.9253061145019689
study2,marks,76,192,175,0.9216799149190277
study2,marks,77,171,196,0.8418101350085448
study2,marks,78,182,199,0.8672860953680521
study2,marks,79,208,149,0.8161367066153979
study2,marks,80,193,176,0.9051388032319307
study2,marks,81,192,165,0.8926787781624368
study2,marks,82,189,168,0.8558498777620379
study2,marks,83,209,148,0.8457462565939129
study2,marks,84,203,164,0.8426333317484084
study2,marks,85,154,203,0.8908191205104178
study2,marks,86,206,161,0.8900346816305059
study2,marks,87,199,175,0.9596301751311961
study2,marks,88,188,179,0.9314471998517595
study2,marks,89,152,205,0.7679720237332172
study2,marks,90,178,179,0.8406304407026052
study2,marks,91,217,150,0.8608544851726017
study2,marks,92,187,170,0.8061252314717748
study2,marks,93,200,181,0.8515464933415807
study2,marks,94,216,158,0.8811537441107925
study2,marks,95,187,170,0.8503019689173265
study2,marks,96,184,173,0.92833527897258
study2,marks,97,153,204,0.8622760244867392
study2,marks,98,177,180,0.800462651608014
study2,marks,99,173,184,0.864023606298543
study2,marks,100,172,195,0.9303760615325168
study1,rigour,101,190,215,0.9345717889725282
study1,rigour,102,193,215,0.9597936998616164
study1,rigour,103,183,210,0.8386263448016466
study1,rigour,104,205,198,0.8684616360368135
study1,rigour,105,227,187,0.9101826355062694
study1,rigour,106,216,208,0.8583894945618766
study1,rigour,107,193,195,0.8363175384372762
study1,rigour,108,194,218,0.9177837296681614
study1,rigour,109,202,188,0.9185674412866204
study1,rigour,110,187,221,0.8436624107079671
study1,rigour,111,191,220,0.9057953795447904
study1,rigour,112,178,218,0.946104835682775
study1,rigour,113,208,187,0.9029697182084051
study1,rigour,114,196,210,0.7971731474403377
study1,rigour,115,206,182,0.8843119026216428
study1,rigour,116,208,186,0.9379265506162563
study1,rigour,117,223,185,0.8755758570573223
study1,rigour,118,193,220,0.83483961541549
study1,rigour,119,163,239,0.8699416895652372
study1,rigour,120,194,201,0.929418794632463
study1,rigour,121,213,177,0.8548597442253927
study1,rigour,122,191,211,0.9279935127444182
study1,rigour,123,210,192,0.9057625005458557
study1,rigour,124,218,170,0.8424401773391357
study1,rigour,125,214,201,0.8775929142204462
study1,rigour,126,211,197,0.9240808263508201
study1,rigour,127,175,227,0.8114864544258792
study1,rigour,128,186,217,0.8852340716576088
study1,rigour,129,183,226,0.9358016900945434
study1,rigour,130,174,239,0.8584629178440567
study1,rigour,131,200,204,0.8127318389453264
study1,rigour,132,224,184,0.9012917453315201
study1,rigour,133,172,216,0.8520816158439977
study1,rigour,134,219,186,0.951877377582697
study1,rigour,135,208,193,0.8771879373259895
study1,rigour,136,202,203,0.9067844021654196
study1,rigour,137,206,182,0.8224676934486945
study1,rigour,138,212,189,0.8479043460226828
study1,rigour,139,195,203,0.8216969229325772
study1,rigour,140,188,210,0.8908376827480561
study1,rigour,141,220,196,0.8252768858866435
study1,rigour,142,201,201,0.9396731745952881
study1,rigour,143,207,206,0.8902345384747904
study1,rigour,144,201,208,0.9253093973167043
study1,rigour,145,214,190,0.8604633082913696
study1,rigour,146,209,192,0.8984658844482858
study1,rigour,147,216,197,0.889211666848397
study1,rigour,148,194,194,0.9149021539911848
study1,rigour,149,181,220,0.8901468732450676
study1,rigour,150,206,183,0.9008918460369761
study1,rigour,151,177,212,0.863796143815405
study1,rigour,152,198,206,0.9199652951270875
study1,rigour,153,220,182,0.94582566659046
study1,rigour,154,188,200,0.8647023427529223
study1,rigour,155,201,207,0.8873702907913209
study1,rigour,156,161,229,0.9149159257397155
study1,rigour,157,196,210,0.8496785649881481
study1,rigour,158,187,211,0.8785900273551899
study1,rigour,159,206,200,0.8957973379692467
study1,rigour,160,211,205,0.8602536632842951
study1,rigour,161,214,205,0.9155452201522308
study1,rigour,162,188,207,0.8589644221529175
study1,rigour,163,196,228,0.9521323285735473
study1,rigour,164,199,208,0.9070586748113418
study1,rigour,165,206,182,0.8306602974961816
study1,rigour,166,196,197,0.827503017632634
study1,rigour,167,191,212,0.8519724864189832
study1,rigour,168,229,176,0.8827896473600384
study1,rigour,169,214,184,0.9374205740479472
study1,rigour,170,195,206,0.9034328231033874
study1,rigour,171,197,211,0.9264580618796789
study1,rigour,172,207,181,0.9421845631574031
study1,rigour,173,228,183,0.8238334750021047
study1,rigour,174,196,192,0.8965438058236785
study1,rigour,175,203,190,0.8503848580539313
study1,rigour,176,225,183,0.8692809508795699
study1,rigour,177,205,197,0.9144548801101902
study1,rigour,178,205,197,0.8339247884808014
study1,rigour,179,202,203,0.8732066297153219
study1,rigour,180,223,187,0.9093038532048637
study1,rigour,181,210,201,0.9270474294253345
study1,rigour,182,190,198,0.8795169569875121
study1,rigour,183,206,203,0.9157248400320124
study1,rigour,184,234,161,0.8587454096296449
study1,rigour,185,182,211,0.8557823944009209
study1,rigour,186,217,186,0.9171726238614513
study1,rigour,187,216,179,0.9622091673506886
study1,rigour,188,201,188,0.9468896109149976
study1,rigour,189,193,214,0.9033089130995945
study1,rigour,190,211,195,0.9367153979820284
study1,rigour,191,179,219,0.8685162650572334
study1,rigour,192,198,219,0.9452914261401442
study1,rigour,193,216,187,0.8821841110838594
study1,rigour,194,167,237,0.8400228009284422
study1,rigour,195,175,221,0.9652276591831905
study1,rigour,196,213,190,0.86866844162459
study1,rigour,197,210,201,0.9328081849431646
study1,rigour,198,217,187,0.9384067971362627
study1,rigour,199,181,222,0.9041544295139589
study1,rigour,200,197,197,0.9071180403311286
study1,rigour,201,171,244,0.8739542568032681
study1,rigour,202,209,194,0.9444872545292977
study1,rigour,203,194,208,0.9177963341205927
study1,rigour,204,195,193,0.9083310473158979
study1,rigour,205,215,188,0.9101631038263044
study1,rigour,206,205,198,0.9388519670862835
study1,rigour,207,205,209,0.9015495889091568
study1,rigour,208,184,204,0.8624677703945404
study1,rigour,209,205,190,0.9614045190059686
study1,rigour,210,213,175,0.9034646460082743
study1,rigour,211,176,227,0.8967858147792086
study1,rigour,212,219,185,0.82401908618046
study1,rigour,213,224,180,0.8161570295581959
study1,rigour,214,195,207,0.8817486758162034
study1,rigour,215,206,194,0.8646795430008125
study1,rigour,216,193,220,0.7658185451342631
study1,rigour,217,212,176,0.7653778045022734
study1,rigour,218,204,204,0.9221056569210653
study1,rigour,219,210,178,0.9063179141335762
study1,rigour,220,236,166,0.8739323549213495
study1,rigour,221,199,205,0.8465582179407768
study1,rigour,222,206,203,0.8931031634240669
study1,rigour,223,202,187,0.8679727451650664
study1,rigour,224,184,217,0.8557107697226833
study1,rigour,225,214,191,0.8958415054375153
study1,rigour,226,230,172,0.9139708539510827
study1,rigour,227,230,184,0.9426780572205911
study1,rigour,228,213,182,0.8971387567590758
study1,rigour,229,203,203,0.9046716730129609
study1,rigour,230,180,216,0.8629804086484891
study1,rigour,231,222,187,0.927766734886905
study1,rigour,232,221,187,0.9152420208263089
study1,rigour,233,205,204,0.9650993524186028
study1,rigour,234,197,207,0.9332778006019067
study1,rigour,235,230,180,0.930114402399836
study1,rigour,236,235,168,0.948278899655911
study1,rigour,237,210,194,0.91438548418729
study1,rigour,238,184,228,0.9128353946641491
study1,rigour,239,169,219,0.9448443874763887
study1,rigour,240,225,189,0.8716459619736178
study1,rigour,241,183,207,0.9062788718892618
study1,rigour,242,184,210,0.8764807698672402
study1,rigour,243,222,186,0.9270016016303027
study1,rigour,244,209,190,0.876176307822768
study1,rigour,245,229,177,0.9557256024516129
study1,rigour,246,216,187,0.9352583660598791
study1,rigour,247,186,203,0.8285103579879705
study1,rigour,248,229,166,0.9416254357563454
study1,rigour,249,194,194,0.8471932678292347
study1,rigour,250,212,186,0.900677225098795
study1,rigour,251,224,169,0.9146562800911898
study1,rigour,252,194,214,0.8935132870072872
study1,rigour,253,198,195,0.9590787757197394
study1,rigour,254,200,188,0.931853944052205
study1,rigour,255,218,184,0.9335202715324262
study1,rigour,256,209,199,0.9457531823591802
study1,rigour,257,212,206,0.9141697319573682
study1,rigour,258,208,205,0.8924303095026781
study1,rigour,259,188,214,0.8848527550044366
study1,rigour,260,222,182,0.9235274561462558
study1,rigour,261,199,194,0.95393729787378
study1,rigour,262,181,209,0.9019940439545054
study1,rigour,263,204,216,0.9733325897819644
study1,rigour,264,205,199,0.8528498681175768
study1,rigour,265,200,209,0.9336436194444601
study1,rigour,266,180,224,0.8665484638929641
study1,rigour,267,192,219,0.9545385586317842
study1,rigour,268,189,214,0.8631460952696607
study1,rigour,269,209,202,0.8443575482967984
study1,rigour,270,235,171,0.9037980197601131
study1,rigour,271,184,224,0.9049547766093563
study1,rigour,272,205,211,0.9015959867727427
study1,rigour,273,200,203,0.9204504703140959
study1,rigour,274,201,213,0.7785009308516988
study1,rigour,275,203,200,0.9258577796698153
study1,rigour,276,177,224,0.9057795048167768
study1,rigour,277,234,166,0.95815680520162
study1,rigour,278,174,227,0.8869947577111525
study1,rigour,279,164,232,0.901429003852719
study1,rigour,280,171,217,0.8512084880605031
study1,rigour,281,190,199,0.879482785249208
study1,rigour,282,186,212,0.8405511615556085
study1,rigour,283,215,173,0.8135650582137036
study1,rigour,284,186,212,0.9072573589547298
study1,rigour,285,195,208,0.9465781783819882
study1,rigour,286,224,187,0.9312278458044724
study1,rigour,287,215,193,0.861237234374509
study1,rigour,288,210,205,0.9456606953089673
study1,rigour,289,187,203,0.8834652547255956
study1,rigour,290,242,160,0.9229264289039898
study1,rigour,291,210,185,0.8760982888753494
study1,rigour,292,180,217,0.8757457406837795
study1,rigour,293,208,197,0.8933145216695173
study1,rigour,294,193,205,0.8402821296280633
study1,rigour,295,218,198,0.9277187305047013
study1,rigour,296,209,209,0.9037257681112998
study1,rigour,297,211,190,0.8827605264402413
study1,rigour,298,139,251,0.8885194456752508
study1,rigour,299,187,217,0.889246482961928
study1,rigour,300,207,200,0.919275805243267
study1,rigour,301,182,206,0.8805486031946234
study1,rigour,302,229,189,0.9539466743010973
study1,rigour,303,209,192,0.8632400468893606
study1,rigour,304,214,184,0.8975526705759972
study1,rigour,305,204,199,0.8640972351556119
study1,rigour,306,205,191,0.9083939348460064
study1,rigour,307,231,172,0.9205497128992552
study1,rigour,308,198,204,0.880663561236111
study1,rigour,309,228,190,0.9602353976130845
study1,rigour,310,186,204,0.9559320953173611
study1,rigour,311,209,189,0.8417131886334985
study1,rigour,312,181,224,0.9126664195904801
study1,rigour,313,200,204,0.8957707755981552
study1,rigour,314,173,229,0.8213441696469331
study1,rigour,315,216,202,0.8773178164461264
study1,rigour,316,193,196,0.9134863654363495
study1,rigour,317,201,201,0.9087018302921299
study1,rigour,318,228,193,0.8855542668202383
study1,rigour,319,173,215,0.9773968630829053
study1,rigour,320,199,196,0.8586903711030854
study1,rigour,321,190,213,0.8448034483189364
study1,rigour,322,191,231,0.8291963233396322
study1,rigour,323,239,180,0.902678319023464
study1,rigour,324,189,219,0.9482944051602414
study1,rigour,325,206,182,0.7826758539454997
study1,rigour,326,174,226,0.937265069593877
study1,rigour,327,192,218,0.808399955068232
study1,rigour,328,187,207,0.9358420116055953
study1,rigour,329,194,214,0.8958723530389616
study1,rigour,330,200,189,0.804948772292427
study1,rigour,331,192,197,0.8544526323708044
study1,rigour,332,227,163,0.8799446399925072
study1,rigour,333,214,194,0.899108918120295
study1,rigour,334,193,210,0.8953680402197317
study1,rigour,335,231,159,0.9473020187823743
study1,rigour,336,193,205,0.9018693530639609
study1,rigour,337,220,185,0.9195283727023444
study1,rigour,338,182,233,0.7896348118775471
study1,rigour,339,185,209,0.8477078949559224
study1,rigour,340,200,203,0.8035947935793033
study1,rigour,341,185,218,0.7724299303333875
study1,rigour,342,190,211,0.920836810405398
study1,rigour,343,230,171,0.9514317906223996
study1,rigour,344,211,194,0.8849146019764501
study1,rigour,345,179,215,0.86646424170473
study1,rigour,346,213,183,0.8787572817425638
study1,rigour,347,202,199,0.8798143746743041
study1,rigour,348,192,211,0.9128014588620651
study1,rigour,349,178,213,0.9198131755565343
study1,rigour,350,209,185,0.8721258353290516
study1,rigour,351,214,191,0.8991717269963584
study1,rigour,352,191,207,0.8424468656009749
study1,rigour,353,188,200,0.8904377446028364
study1,rigour,354,221,187,0.9075510020776317
study1,rigour,355,189,225,0.8996773448465731
study1,rigour,356,174,231,0.8676607029202048
study1,rigour,357,200,199,0.8474269351097117
study1,rigour,358,186,220,0.8892130617110834
study1,rigour,359,193,196,0.8921414910096951
study1,rigour,360,216,186,0.8696608113309569
study1,rigour,361,223,172,0.8495510514523954
study1,rigour,362,225,198,0.882670878314624
study1,rigour,363,194,231,0.8888268369744596
study1,rigour,364,195,208,0.8696995014596137
study1,rigour,365,218,200,0.7779231216245841
study1,rigour,366,214,209,0.8975063616528283
study1,rigour,367,207,206,0.8864240002840168
study1,rigour,368,201,195,0.8470236460277049
study1,rigour,369,224,184,0.8376501810721338
study1,rigour,370,205,204,0.9417021759588784
study1,rigour,371,220,175,0.8812374015750153
study1,rigour,372,211,179,0.9187529343309434
study1,rigour,373,191,197,0.801448456534108
study1,rigour,374,242,169,0.8762300497561103
study1,rigour,375,198,226,0.8673962245600715
study1,rigour,376,205,199,0.9100735853819238
study1,rigour,377,238,166,0.9385977337214564
study1,rigour,378,222,186,0.8724552928666452
study1,rigour,379,196,192,0.8696004799628143
study1,rigour,380,197,219,0.9431318425317872
study1,rigour,381,227,193,0.8094925924797537
study1,rigour,382,228,174,0.8374674352408008
study1,rigour,383,228,191,0.9147157222529124
study1,rigour,384,187,209,0.9272189109630528
study1,rigour,385,215,201,0.8642102965500966
study1,rigour,386,211,192,0.8834405695123598
study1,rigour,387,202,199,0.9011573808392453
study1,rigour,388,200,205,0.9664458659887837
study1,rigour,389,213,191,0.8984322777591849
study1,rigour,390,198,196,0.8485201881919143
study1,rigour,391,190,228,0.9616098416163976
study1,rigour,392,196,211,0.9009545191941095
study1,rigour,393,211,197,0.9113501162334978
study1,rigour,394,201,218,0.9424844575286048
study1,rigour,395,220,183,0.9207764949236288
study1,rigour,396,170,233,0.8564345424546779
study1,rigour,397,187,207,0.9096312184362891
study1,rigour,398,214,188,0.9274573211406683
study1,rigour,399,213,188,0.8290883415969453
study1,rigour,400,217,201,0.9516182061418127
