study,dimension,iteration,nc1,nc2,cor
study1,insight,452,215,239,0.7196812181840143
study1,insight,453,189,265,0.6408535940420819
study1,insight,454,259,195,0.6234189018253669
study1,insight,455,176,278,0.7487872411395476
study1,insight,456,229,225,0.7554039960217797
study1,insight,457,233,221,0.6907704332801976
study1,insight,458,187,267,0.6725575853100889
study1,insight,459,234,220,0.860397549541751
study1,insight,460,238,216,0.6801210817568802
study1,insight,461,203,251,0.6850352285792417
study1,insight,462,176,278,0.6814493104994953
study1,insight,463,201,253,0.6626110409839424
study1,insight,464,227,227,0.5588649820689535
study1,insight,465,225,229,0.8077913442102969
study1,insight,466,258,196,0.8460094081949321
study1,insight,467,229,225,0.754964779905277
study1,insight,468,261,193,0.7288800881066878
study1,insight,469,173,281,0.6082259862483683
study1,insight,470,170,284,0.7805625005448193
study1,insight,471,223,231,0.8909260792302992
study1,insight,472,215,239,0.740514957884695
study1,insight,473,218,236,0.8595249115287225
study1,insight,474,203,251,0.6246518571936068
study1,insight,475,214,240,0.7542443229727108
study1,insight,476,199,255,0.8479497236971099
study1,insight,477,210,244,0.5785597517674841
study1,insight,478,262,192,0.8418393838166872
study1,insight,479,223,231,0.548971872299515
study1,insight,480,232,222,0.9075394209388971
study1,insight,481,228,226,0.5367213644131309
study1,insight,482,217,237,0.7226825380085273
study1,insight,483,237,217,0.8244324663938478
study1,insight,484,234,220,0.5852249195593637
study1,insight,485,200,254,0.6328435586130522
study1,insight,486,213,241,0.7234024922677873
study1,insight,487,188,266,0.7195430717461364
study1,insight,488,201,253,0.745315519990697
study1,insight,489,225,229,0.6785119945525847
study1,insight,490,222,232,0.7026973360347006
study1,insight,491,228,226,0.7189831768046728
study1,insight,492,228,226,0.7504976184714831
study1,insight,493,217,237,0.7379118145561564
study1,insight,494,204,250,0.8936743844751955
study1,insight,495,205,249,0.8114734279756514
study1,insight,496,234,220,0.8605959434987295
study1,insight,497,208,246,0.8911682607779858
study1,insight,498,228,226,0.6156473261710546
study1,insight,499,231,223,0.7159734301238322
study1,insight,500,229,225,0.7165390222918244
study1,insight,501,254,200,0.8177474710260584
study1,insight,502,207,247,0.6722281696509891
study1,insight,503,231,223,0.678790827698397
study1,insight,504,231,223,0.6160429401319995
study1,insight,505,207,247,0.786338863158538
study1,insight,506,188,266,0.7358784334060495
study1,insight,507,230,224,0.7101654226331465
study1,insight,508,242,212,0.7450234669415471
study1,insight,509,231,223,0.7724881956863358
study1,insight,510,183,271,0.8270428226083313
study1,insight,511,227,227,0.6519118175380089
study1,insight,512,225,229,0.795647114270569
study1,insight,513,242,212,0.6991318203917583
study1,insight,514,201,253,0.5133745047224816
study1,insight,515,213,241,0.6139098818796127
study1,insight,516,259,195,0.692556511357472
study1,insight,517,197,257,0.7186569520952152
study1,insight,518,230,224,0.7419882232720056
study1,insight,519,163,291,0.6435253040177572
study1,insight,520,230,224,0.7560510419857407
study1,insight,521,214,240,0.6268908564619121
study1,insight,522,190,264,0.7751503925634404
study1,insight,523,233,221,0.7603067977285187
study1,insight,524,236,218,0.5864550857286341
study1,insight,525,216,238,0.7869310299117541
study1,insight,526,211,243,0.8346839443317297
study1,insight,527,229,225,0.7630789720981834
study1,insight,528,222,232,0.7751032621850755
study1,insight,529,231,223,0.5478330275612235
study1,insight,530,243,211,0.6242912807092784
study1,insight,531,187,267,0.6603115185571933
study1,insight,532,245,209,0.6625405109126642
study1,insight,533,210,244,0.594349919995875
study1,insight,534,197,257,0.8033981408821649
study1,insight,535,249,205,0.679563772390108
study1,insight,536,205,249,0.709778467372042
study1,insight,537,246,208,0.7185549174522191
study1,insight,538,269,185,0.7613191237919633
study1,insight,539,238,216,0.7307048076576227
study1,insight,540,205,249,0.6706727383197735
study1,insight,541,218,236,0.7204578049535337
study1,insight,542,203,251,0.8296400158946209
study1,insight,543,230,224,0.8784657801012538
study1,insight,544,237,217,0.868366636047403
study1,insight,545,232,222,0.65676711603028
study1,insight,546,178,276,0.587895569457165
study1,insight,547,226,228,0.8370589378166186
study1,insight,548,201,253,0.6679481311710027
study1,insight,549,233,221,0.7679214541630178
study1,insight,550,254,200,0.6833593644842901
study1,insight,551,205,249,0.47729918586483727
study1,insight,552,245,209,0.7903491103172992
study1,insight,553,209,245,0.5658049180486925
study1,insight,554,227,227,0.610049465502672
study1,insight,555,220,234,0.6181749515795769
study1,insight,556,202,252,0.7958677537313428
study1,insight,557,224,230,0.7909956676426264
study1,insight,558,196,258,0.6650283667564542
study1,insight,559,224,230,0.7288472940290462
study1,insight,560,203,251,0.6758297173445242
study1,insight,561,246,208,0.7507209189683884
study1,insight,562,212,242,0.8505838796028125
study1,insight,563,252,202,0.69281078527922
study1,insight,564,197,257,0.7028466878350459
study1,insight,565,206,248,0.7139072041809087
study1,insight,566,221,233,0.7524089151317211
study1,insight,567,178,276,0.8317858588173622
study1,insight,568,207,247,0.7335930359394399
study1,insight,569,201,253,0.5953532034637827
study1,insight,570,229,225,0.6830343166411891
study1,insight,571,246,208,0.6572942213689689
study1,insight,572,248,206,0.8182227856812385
study1,insight,573,227,227,0.7452127992735298
study1,insight,574,208,246,0.7770381930019337
