study,dimension,JudgeID,Won,Lost,TimeTaken
study2,insight,5448,158,143,44
study2,insight,5448,178,113,45
study2,insight,5448,118,153,55
study2,insight,5448,128,173,27
study2,insight,5448,133,123,14
study2,insight,5448,163,168,30
study2,insight,5448,148,143,19
study2,insight,5448,158,183,30
study2,insight,5448,138,178,23
study2,insight,5448,118,173,9
study2,insight,5448,128,153,9
study2,insight,5448,133,113,9
study2,insight,5448,148,168,9
study2,insight,5448,123,163,7
study2,insight,5448,138,143,12
study2,insight,5448,158,178,9
study2,insight,5448,148,183,9
study2,insight,5448,118,123,5
study2,insight,5448,133,153,4
study2,insight,5448,173,168,5
study2,insight,5448,163,113,3
study2,insight,5448,128,183,2
study2,insight,5448,143,178,2
study2,insight,5448,138,158,2
study2,insight,6348,173,168,55
study2,insight,6348,183,128,17
study2,insight,6348,153,163,13
study2,insight,6348,178,143,4
study2,insight,6348,113,158,4
study2,insight,6348,118,138,7
study2,insight,6348,133,123,3
study2,insight,6348,148,123,3
study2,insight,6348,138,168,3
study2,insight,6348,113,183,2
study2,insight,6348,158,118,3
study2,insight,6348,128,133,14
study2,insight,6348,153,178,5
study2,insight,6348,173,148,4
study2,insight,6348,143,163,3
study2,insight,6348,118,163,3
study2,insight,6348,138,173,6
study2,insight,6348,148,133,4
study2,insight,6348,143,158,3
study2,insight,6348,113,128,3
study2,insight,6348,168,178,3
study2,insight,6348,123,183,5
study2,insight,5946,153,113,81
study2,insight,5946,118,148,346
study2,insight,5946,178,183,541
study2,insight,5497,128,153,76
study2,insight,5497,158,163,81
study2,insight,5497,133,173,227
study2,insight,5497,143,168,43
study2,insight,5497,138,123,71
study2,insight,5497,183,113,62
study2,insight,5497,118,178,24
study2,insight,5497,158,148,36
study2,insight,5497,168,173,16
study2,insight,5497,138,143,18
study2,insight,5497,123,163,10
study2,insight,5497,133,153,7
study2,insight,5946,173,123,2162
study2,insight,5946,128,163,206
study2,insight,5946,158,138,211
study2,insight,5946,133,143,102
study2,insight,6906,158,183,243
study2,insight,6906,148,153,194
study2,insight,6906,178,113,16
study2,insight,5946,168,153,336
study2,insight,6906,128,168,127
study2,insight,5946,118,128,95
study2,insight,6906,133,118,38
study2,insight,6906,143,123,71
study2,insight,5946,173,183,108
study2,insight,6906,163,138,59
study2,insight,6906,148,173,24
study2,insight,5946,178,148,54
study2,insight,6906,128,178,40
study2,insight,5946,133,113,56
study2,insight,5759,138,168,65
study2,insight,5759,158,123,51
study2,insight,5759,143,118,23
study2,insight,5759,163,183,40
study2,insight,5759,153,113,83
study2,insight,5759,178,148,51
study2,insight,5759,128,173,48
study2,insight,5759,133,168,71
study2,insight,5759,113,118,43
study2,insight,5759,153,123,28
study2,insight,5759,183,143,51
study2,insight,5759,158,138,39
study2,insight,5759,163,148,63
study2,insight,5759,178,173,70
study2,insight,5759,128,133,7
study2,insight,5413,183,118,57
study2,insight,5413,143,113,14
study2,insight,5413,163,138,32
study2,insight,5413,158,153,28
study2,insight,5413,168,123,16
study2,insight,5413,178,173,30
study2,insight,5413,148,133,31
study2,insight,5413,168,128,18
study2,insight,5413,143,183,27
study2,insight,5413,153,118,6
study2,insight,5413,163,113,5
study2,insight,5413,138,123,2
study2,insight,5413,158,173,3
study2,insight,5413,128,133,23
study2,insight,5413,148,178,5
study2,insight,5413,158,118,2
study2,insight,5413,163,123,2
study2,insight,5413,168,183,2
study2,insight,5413,138,113,3
study2,insight,5413,143,153,3
study2,insight,5413,148,128,3
study2,insight,5413,178,133,4
study2,insight,5413,138,173,20
study2,insight,5413,153,183,1
study2,insight,5413,163,168,4
study2,insight,5473,118,143,12
study2,insight,5473,158,123,34
study2,insight,5473,113,173,52
study2,insight,5473,128,178,343
study2,insight,5473,153,163,41
study2,insight,5473,138,148,13
study2,insight,5473,133,168,28
study2,insight,5473,183,123,26
study2,insight,5473,118,113,8
study2,insight,5473,143,158,28
study2,insight,5473,148,163,27
study2,insight,5473,173,168,1075
study2,insight,5473,128,138,128
study2,insight,5473,178,153,17
study2,insight,5473,133,183,4
study2,insight,5473,143,123,14
study2,insight,5473,118,158,4
study2,insight,5473,153,113,16
study2,insight,5473,133,148,8
study2,insight,5473,183,173,6
study2,insight,5473,138,163,6
study2,insight,5473,128,168,4
study2,insight,5473,178,118,4
study2,insight,5473,113,158,5
study2,insight,5473,148,123,3
study2,insight,6691,143,113,23
study2,insight,6691,128,168,163
study2,insight,6691,158,178,84
study2,insight,6691,163,173,239
study2,insight,6691,118,123,112
study2,insight,6691,133,138,221
study2,insight,6691,153,183,91
study2,insight,6691,143,148,40
study2,insight,6691,168,173,157
study2,insight,6691,153,118,106
study2,insight,6691,158,138,60
study2,insight,6691,133,113,13
study2,insight,6691,183,123,15
study2,insight,6691,163,178,22
study2,insight,6691,128,148,40
study2,insight,6691,143,153,32
study2,insight,6691,138,183,25
study2,insight,6691,163,113,14
study2,insight,5751,118,123,17
study2,insight,5751,143,128,97
study2,insight,5751,158,173,31
study2,insight,5751,178,168,59
study2,insight,5751,133,138,139
study2,insight,5751,163,153,300
study2,insight,5751,183,113,28
study2,insight,5751,148,173,5
study2,insight,5751,133,123,4
study2,insight,5751,118,178,4
study2,insight,5751,158,128,7
study2,insight,5751,143,168,6
study2,insight,5751,148,183,16
study2,insight,5751,163,138,12
study2,insight,5751,113,153,33
study2,insight,5751,118,128,8
study2,insight,5350,168,173,101
study2,insight,5350,158,123,33
study2,insight,5350,143,133,22
study2,insight,5350,153,178,17
study2,insight,5350,118,138,10
study2,insight,5350,113,163,13
study2,insight,5350,148,128,19
study2,insight,5350,183,158,12
study2,insight,5350,143,123,6
study2,insight,5882,128,133,33
study2,insight,5350,173,178,7
study2,insight,5350,168,148,13
study2,insight,5350,163,133,16
study2,insight,5350,113,153,6
study2,insight,5882,178,173,50
study2,insight,5350,183,138,20
study2,insight,5882,143,138,29
study2,insight,5350,118,128,4
study2,insight,5350,168,158,3
study2,insight,5350,113,123,5
study2,insight,5882,118,168,14
study2,insight,5350,153,183,12
study2,insight,5350,163,143,9
study2,insight,5882,123,148,67
study2,insight,5882,153,158,26
study2,insight,5882,183,163,20
study2,insight,5882,133,113,106
study2,insight,5882,138,173,44
study2,insight,5882,178,143,31
study2,insight,5882,123,128,9
study2,insight,5882,118,148,3
study2,insight,5882,168,158,51
study2,insight,5882,183,113,4
study2,insight,5882,153,163,31
study2,insight,5882,133,173,5
study2,insight,5882,118,178,2
study2,insight,5882,123,143,2
study2,insight,5603,128,173,44
study2,insight,5603,133,138,40
study2,insight,5603,148,178,34
study2,insight,5603,158,168,35
study2,insight,5603,123,163,27
study2,insight,5603,118,143,22
study2,insight,5603,183,113,30
study2,insight,5603,158,153,70
study2,insight,5603,133,173,9
study2,insight,5603,138,178,13
study2,insight,5603,148,128,15
study2,insight,5603,183,168,5
study2,insight,5603,118,163,4
study2,insight,5603,153,143,23
study2,insight,5603,123,113,4
study2,insight,5603,128,168,6
study2,insight,5603,138,173,72
study2,insight,5603,133,148,5
study2,insight,5603,158,178,8
study2,insight,5603,183,143,3
study2,insight,5603,118,153,5
study2,insight,5603,113,163,16
study2,insight,5603,123,138,4
study2,insight,5603,178,173,4
study2,insight,5603,128,158,4
study2,insight,6328,148,133,24
study2,insight,6328,168,153,11
study2,insight,6328,113,183,7
study2,insight,6328,173,143,7
study2,insight,6328,163,123,6
study2,insight,6328,178,138,13
study2,insight,6328,168,128,5
study2,insight,6328,148,118,12
study2,insight,6328,158,133,12
study2,insight,6328,128,123,6
study2,insight,6328,153,173,10
study2,insight,6328,163,143,4
study2,insight,6328,178,183,5
study2,insight,6328,138,113,6
study2,insight,6328,168,118,3
study2,insight,6328,158,148,5
study2,insight,6328,133,183,2
study2,insight,6328,178,128,4
study2,insight,6328,153,123,4
study2,insight,6328,138,143,4
study2,insight,6328,173,113,9
study2,insight,6328,168,163,4
study2,insight,6328,133,118,3
study2,insight,6328,113,148,4
study2,insight,6696,158,123,70
study2,insight,6696,148,128,39
study2,insight,6696,163,183,16
study2,insight,6696,168,143,57
study2,insight,6696,178,138,24
study2,insight,6696,153,133,13
study2,insight,6696,173,118,3
study2,insight,6696,113,158,6
study2,insight,6696,153,168,28
study2,insight,6696,148,118,4
study2,insight,6696,163,178,9
study2,insight,6696,133,183,14
study2,insight,6696,138,128,3
study2,insight,6696,173,123,5
study2,insight,6696,113,143,4
study2,insight,6696,158,148,4
study2,insight,6696,143,123,23
study2,insight,6696,133,118,5
study2,insight,6696,168,178,6
study2,insight,6696,153,138,6
study2,insight,6696,163,128,5
study2,insight,6696,173,183,2
study2,insight,6696,113,133,2
study2,insight,6696,158,153,11
study2,insight,5941,168,173,145
study2,insight,5908,118,183,30
study2,insight,5941,143,118,64
study2,insight,5941,138,123,27
study2,insight,5908,138,178,98
study2,insight,5941,163,148,76
study2,insight,5941,158,128,24
study2,insight,5941,133,113,17
study2,insight,5941,178,183,86
study2,insight,5908,163,158,196
study2,insight,5908,153,173,75
study2,insight,5908,123,148,107
study2,insight,5908,128,143,107
study2,insight,5908,133,168,145
study2,insight,5908,153,113,23
study2,insight,5941,153,158,565
study2,insight,5828,173,183,5
study2,insight,5828,143,118,6
study2,insight,5828,128,138,3
study2,insight,5828,178,163,3
study2,insight,5828,168,123,3
study2,insight,5828,158,148,3
study2,insight,5828,113,133,5
study2,insight,5828,128,153,4
study2,insight,5828,138,168,11
study2,insight,5828,118,173,3
study2,insight,5828,183,123,33
study2,insight,5828,178,143,5
study2,insight,5828,148,163,3
study2,insight,5828,158,133,4
study2,insight,5828,153,113,2
study2,insight,5828,178,168,2
study2,insight,5828,143,183,2
study2,insight,5828,118,123,3
study2,insight,5828,173,163,3
study2,insight,5828,138,148,2
study2,insight,5828,113,128,2
study2,insight,5828,153,158,3
study2,insight,5828,178,133,6
study2,insight,5828,173,143,2
study2,insight,5828,118,148,2
study2,insight,6424,163,128,14
study2,insight,6424,183,123,18
study2,insight,6424,168,138,16
study2,insight,6424,143,118,11
study2,insight,6424,178,133,7
study2,insight,6424,158,148,3
study2,insight,6424,173,113,8
study2,insight,6424,153,138,10
study2,insight,6424,163,168,16
study2,insight,6008,183,128,18
study2,insight,6008,113,123,4
study2,insight,6008,178,173,8
study2,insight,6008,143,158,11
study2,insight,6008,168,163,5
study2,insight,6008,133,148,3
study2,insight,6008,118,138,9
study2,insight,6008,123,153,3
study2,insight,6008,113,128,4
study2,insight,6008,183,163,3
study2,insight,6008,173,158,5
study2,insight,6008,133,178,3
study2,insight,6008,168,143,2
study2,insight,6008,118,148,1
study2,insight,6008,153,138,3
study2,insight,6008,183,123,2
study2,insight,6008,138,128,3
study2,insight,6008,133,143,3
study2,insight,6008,168,178,2
study2,insight,6008,118,173,3
study2,insight,6008,113,163,2
study2,insight,6008,158,148,2
study2,insight,6008,153,128,2
study2,insight,6008,123,178,1
study2,insight,6008,183,173,1
study2,insight,5627,113,123,36
study2,insight,5627,148,118,28
study2,insight,5627,143,138,21
study2,insight,5627,158,128,11
study2,insight,5627,183,168,14
study2,insight,5627,163,133,17
study2,insight,5627,178,153,13
study2,insight,5627,173,128,11
study2,insight,5627,138,168,10
study2,insight,5627,158,123,4
study2,insight,5627,148,133,5
study2,insight,5627,113,163,7
study2,insight,5627,118,183,3
study2,insight,5627,143,173,6
study2,insight,5627,158,153,9
study2,insight,5627,178,183,3
study2,insight,5627,148,163,5
study2,insight,5627,133,128,7
study2,insight,5627,143,123,3
study2,insight,5627,118,168,6
study2,insight,5627,113,138,5
study2,insight,5627,178,173,5
study2,insight,5627,148,153,6
study2,insight,5627,158,168,6
study2,insight,5627,138,183,3
study2,insight,6229,118,133,53
study2,insight,6229,163,128,36
study2,insight,6229,113,123,16
study2,insight,6229,158,143,52
study2,insight,6229,183,153,23
study2,insight,6229,148,138,40
study2,insight,6229,173,178,62
study2,insight,6229,168,143,73
study2,insight,6229,128,123,19
study2,insight,6229,118,163,5
study2,insight,6229,133,113,8
study2,insight,6229,138,173,86
study2,insight,6229,168,178,11
study2,insight,6229,148,183,7
study2,insight,6229,158,153,16
study2,insight,6229,143,123,17
study2,insight,6229,133,128,16
study2,insight,6229,118,113,5
study2,insight,6229,158,163,9
study2,insight,6229,173,183,5
study2,insight,6229,178,148,13
study2,insight,6229,138,153,21
study2,insight,6229,168,163,7
study2,insight,6229,128,113,8
study2,insight,6229,133,143,6
study2,insight,6696,123,118,11
study2,insight,5736,118,123,938
study2,insight,5736,138,143,14
study2,insight,5736,158,178,38
study2,insight,5736,153,133,4
study2,insight,5736,173,128,15
study2,insight,5736,148,163,28
study2,insight,5736,168,113,20
study2,insight,5736,183,168,28
study2,insight,5736,148,173,5
study2,insight,5736,123,113,11
study2,insight,5736,118,128,6
study2,insight,5736,138,133,17
study2,insight,5736,183,153,5
study2,insight,5736,178,143,31
study2,insight,5736,163,158,3
study2,insight,5736,123,143,19
study2,insight,5736,133,168,7
study2,insight,5736,128,178,4
study2,insight,5736,183,148,5
study2,insight,5736,118,173,2
study2,insight,5736,153,113,4
study2,insight,5736,163,138,3
study2,insight,5736,158,168,5
study2,insight,5736,148,113,3
study2,insight,5736,173,178,5
study2,simple,6029,134,124,11
study2,simple,6029,169,174,6
study2,simple,6029,154,144,5
study2,simple,6029,179,149,3
study2,simple,6029,129,184,2
study2,simple,6029,164,119,8
study2,simple,6029,159,114,4
study2,simple,6029,159,139,5
study2,simple,6029,164,174,6
study2,simple,6029,154,169,3
study2,simple,6029,129,119,13
study2,simple,6029,179,114,13
study2,simple,6107,134,124,65
study2,simple,6107,184,144,144
study2,simple,6107,149,139,206
study2,simple,6107,154,179,229
study2,simple,6107,129,174,92
study2,simple,6107,119,169,36
study2,simple,6107,164,114,427
study2,simple,6107,159,139,74
study2,simple,6107,149,124,1402
study2,simple,6107,134,184,16
study2,simple,6107,144,164,164
study2,simple,6107,129,159,338
study2,simple,5345,169,174,62
study2,simple,5345,119,184,27
study2,simple,5345,134,154,8
study2,simple,5345,114,139,9
study2,simple,5345,144,124,7
study2,simple,5345,149,179,4
study2,simple,5345,159,164,4
study2,simple,5345,129,174,26
study2,simple,5345,119,149,9
study2,simple,6107,154,169,843
study2,simple,6107,179,114,347
study2,simple,6107,119,174,99
study2,simple,6107,134,144,25
study2,simple,6107,124,184,53
study2,simple,6107,139,114,35
study2,simple,6107,149,129,18
study2,simple,6107,169,164,133
study2,simple,6107,179,159,33
study2,simple,6107,119,154,33
study2,simple,5256,134,124,37
study2,simple,5256,139,144,112
study2,simple,5256,114,184,81
study2,simple,5256,179,164,104
study2,simple,5256,169,174,130
study2,simple,5256,159,154,19
study2,simple,5256,129,149,45
study2,simple,5256,119,144,13
study2,simple,5256,124,139,58
study2,simple,5256,134,184,4
study2,simple,5256,154,169,53
study2,simple,5256,159,129,9
study2,simple,5256,114,164,5
study2,simple,5256,179,174,15
study2,simple,5256,119,149,16
study2,simple,5256,134,139,21
study2,simple,5256,124,144,7
study2,simple,5256,184,174,8
study2,simple,5256,129,154,9
study2,simple,5256,159,114,9
study2,simple,5256,169,164,4
study2,simple,5256,179,149,7
study2,simple,5256,119,184,3
study2,simple,5256,134,144,3
study2,simple,5256,139,164,4
study2,simple,5589,139,124,117
study2,simple,5589,184,169,368
study2,simple,5589,114,179,96
study2,simple,5589,129,174,312
study2,simple,5589,149,154,9
study2,simple,5589,134,144,7
study2,simple,5589,159,164,7
study2,simple,5944,134,124,75
study2,simple,5944,179,129,241
study2,simple,6359,184,174,47
study2,simple,6359,149,154,27
study2,simple,6359,114,144,36
study2,simple,5944,154,119,224
study2,simple,6359,124,139,34
study2,simple,6359,159,169,29
study2,simple,6359,134,164,63
study2,simple,6359,129,179,24
study2,simple,6359,119,174,6
study2,simple,6359,144,149,16
study2,simple,6359,114,159,7
study2,simple,6359,124,184,7
study2,simple,6359,139,169,7
study2,simple,6359,119,164,4
study2,simple,6359,129,134,8
study2,simple,5944,139,169,437
study2,simple,5944,149,159,272
study2,simple,5944,144,184,105
study2,simple,5944,114,174,98
study2,simple,5944,179,164,75
study2,simple,5944,154,124,47
study2,simple,5944,144,114,64
study2,simple,5944,159,129,77
study2,simple,5944,139,174,94
study2,simple,3259,119,184,56
study2,simple,3259,134,154,64
study2,simple,3259,149,169,16
study2,simple,3259,179,124,36
study2,simple,3259,129,144,46
study2,simple,3259,114,159,25
study2,simple,3259,139,164,101
study2,simple,3259,179,174,204
study2,simple,3259,119,169,32
study2,simple,3259,149,124,6
study2,simple,3259,184,154,6
study2,simple,3259,134,129,16
study2,simple,3259,164,174,46
study2,simple,3259,159,139,8
study2,simple,3487,179,119,56
study2,simple,3487,169,184,16
study2,simple,3487,124,134,24
study2,simple,3487,149,114,4
study2,simple,3487,154,144,5
study2,simple,3487,139,174,9
study2,simple,3487,164,129,7
study2,simple,3487,179,159,8
study2,simple,3487,149,124,11
study2,simple,3487,144,114,7
study2,simple,3487,154,169,6
study2,simple,3487,134,184,7
study2,simple,3487,174,119,8
study2,simple,3487,159,164,11
study2,simple,3487,129,139,8
study2,simple,3487,119,124,17
study2,simple,3487,134,169,7
study2,simple,3487,154,184,3
study2,simple,3487,179,149,3
study2,simple,3487,159,144,3
study2,simple,3487,114,174,9
study2,simple,3487,139,164,10
study2,simple,3487,129,169,5
study2,simple,3487,149,184,8
study2,simple,3487,154,179,4
study2,simple,6114,134,124,73
study2,simple,6114,119,144,67
study2,simple,6114,114,159,42
study2,simple,6114,129,174,72
study2,simple,6114,139,179,33
study2,simple,6114,169,154,58
study2,simple,6114,149,184,25
study2,simple,6114,114,164,73
study2,simple,6114,119,134,16
study2,simple,6114,124,144,6
study2,simple,6114,129,164,10
study2,simple,6114,179,169,13
study2,simple,6114,139,159,19
study2,simple,6114,149,174,5
study2,simple,6114,184,154,8
study2,simple,6114,134,144,9
study2,simple,6114,119,124,2
study2,simple,6114,114,184,2
study2,simple,6114,154,139,19
study2,simple,6114,179,174,5
study2,simple,6114,129,159,11
study2,simple,6114,149,164,127
study2,simple,6114,134,169,5
study2,simple,6114,114,144,4
study2,simple,6114,124,179,22
study2,simple,5856,119,124,15
study2,simple,5856,184,169,11
study2,simple,5856,129,174,5
study2,simple,5856,134,139,6
study2,simple,5856,164,114,8
study2,simple,5856,159,154,12
study2,simple,5856,144,149,8
study2,simple,5856,179,119,7
study2,simple,5856,134,114,5
study2,simple,6368,159,184,66
study2,simple,6368,139,154,68
study2,simple,6368,164,124,175
study2,simple,6368,169,144,73
study2,simple,6368,119,129,36
study2,simple,6368,174,149,26
study2,simple,6368,179,114,18
study2,simple,6368,159,134,10
study2,simple,6368,164,129,19
study2,simple,6368,149,124,5
study2,simple,6368,139,169,16
study2,simple,6368,174,119,8
study2,simple,6368,154,184,8
study2,simple,6368,144,114,6
study2,simple,5992,149,164,9
study2,simple,5992,134,129,12
study2,simple,5992,119,124,9
study2,simple,5992,144,174,6
study2,simple,5992,159,169,11
study2,simple,5992,139,184,8
study2,simple,5992,179,154,3
study2,simple,5992,124,114,23
study2,simple,5992,134,184,6
study2,simple,5992,159,154,2
study2,simple,5992,164,169,1
study2,simple,5992,174,139,1
study2,simple,5992,179,144,1
study2,simple,5992,149,129,3
study2,simple,5992,119,114,2
study2,simple,5992,139,179,1
study2,simple,5992,134,119,4
study2,simple,5992,129,124,3
study2,simple,5992,174,164,3
study2,simple,5992,184,159,1
study2,simple,5992,169,154,2
study2,simple,5992,144,149,1
study2,simple,5992,164,114,2
study2,simple,5992,119,144,1
study2,simple,5992,149,134,1
study2,simple,6278,159,184,57
study2,simple,6278,179,169,65
study2,simple,6278,154,174,34
study2,simple,6278,129,124,25
study2,simple,6278,149,139,33
study2,simple,6278,114,164,35
study2,simple,6278,119,134,20
study2,simple,6278,144,154,45
study2,simple,6278,139,184,22
study2,simple,6278,169,124,6
study2,simple,6278,129,179,12
study2,simple,6278,159,174,11
study2,simple,6278,119,114,7
study2,simple,6278,149,164,25
study2,simple,6278,134,144,22
study2,simple,6278,139,179,16
study2,simple,6278,129,184,6
study2,simple,6278,169,174,20
study2,simple,6278,154,159,8
study2,simple,6278,134,124,5
study2,simple,6278,144,164,4
study2,simple,6278,114,149,7
study2,simple,6278,119,184,4
study2,simple,6278,159,169,17
study2,simple,6278,179,124,13
study2,simple,5705,139,174,26
study2,simple,5705,154,129,11
study2,simple,5705,149,164,7
study2,simple,5705,184,114,21
study2,simple,5705,119,169,12
study2,simple,5705,159,124,9
study2,simple,5705,179,134,10
study2,simple,5705,144,139,14
study2,simple,5705,154,174,9
study2,simple,5705,179,129,6
study2,simple,5705,169,164,11
study2,simple,5403,119,139,18
study2,simple,5403,149,154,161
study2,simple,5403,114,184,16
study2,simple,5403,129,144,16
study2,simple,5403,134,124,40
study2,simple,5403,159,174,16
study2,simple,5403,179,169,6
study2,simple,5403,129,164,6
study2,simple,5403,144,114,5
study2,simple,5403,174,139,13
study2,simple,5403,134,184,7
study2,simple,5403,119,124,3
study2,simple,5403,159,154,6
study2,simple,5403,149,169,4
study2,simple,5403,179,164,11
study2,simple,5403,119,184,3
study2,simple,5403,149,124,4
study2,simple,5403,144,159,7
study2,simple,5403,114,154,6
study2,simple,5403,129,174,7
study2,simple,5403,134,139,5
study2,simple,6207,144,154,218
study2,simple,6207,129,169,132
study2,simple,6207,114,159,144
study2,simple,6207,119,134,64
study2,simple,6207,139,174,96
study2,simple,6207,149,184,31
study2,simple,6207,124,164,35
study2,simple,6207,139,179,173
study2,simple,6207,119,114,5
study2,simple,6207,129,159,56
study2,simple,6207,154,169,19
study2,simple,6207,164,174,89
study2,simple,6207,179,134,55
study2,simple,6207,124,184,73
study2,simple,6207,144,149,25
study2,simple,6207,129,179,114
study2,simple,6207,149,174,8
study2,simple,6207,124,144,6
study2,simple,6207,134,114,9
study2,simple,6207,139,159,21
study2,simple,6207,184,164,32
study2,simple,6207,119,169,4
study2,simple,6207,114,154,6
study2,simple,6207,154,184,6
study2,simple,6207,119,144,3
study2,simple,6684,129,134,51
study2,simple,6684,159,164,9
study2,simple,6684,149,124,30
study2,simple,6684,139,179,75
study2,simple,6684,169,174,81
study2,simple,6684,154,119,50
study2,simple,6684,144,114,27
study2,simple,6684,164,184,80
study2,simple,6684,149,169,11
study2,simple,6684,179,134,8
study2,simple,6684,159,139,16
study2,simple,6684,129,124,5
study2,simple,6684,174,184,6
study2,simple,6684,144,119,16
study2,simple,6684,154,114,3
study2,simple,6684,169,179,6
study2,simple,6684,159,129,5
study2,simple,6684,164,124,4
study2,simple,6684,149,174,4
study2,simple,6684,139,134,14
study2,simple,6684,154,184,2
study2,simple,6684,114,119,21
study2,simple,6657,129,134,42
study2,simple,6657,159,164,36
study2,simple,6657,139,169,44
study2,simple,6657,149,174,38
study2,simple,6657,179,144,22
study2,simple,6657,179,144,348
study2,simple,6657,184,124,6
study2,simple,6657,119,154,36
study2,simple,6657,114,124,13
study2,simple,6657,159,149,15
study2,simple,6657,129,169,11
study2,simple,6657,134,139,28
study2,simple,6657,174,164,14
study2,simple,6657,119,114,12
study2,simple,6657,154,184,6
study2,simple,6657,159,124,10
study2,simple,6657,149,134,13
study2,simple,6657,129,179,11
study2,simple,6657,144,169,4
study2,simple,6657,139,174,4
study2,simple,6657,119,164,6
study2,simple,6657,114,184,9
study2,simple,6657,154,139,279
study2,simple,6657,174,179,9
study2,simple,6657,149,169,10
study2,simple,3076,159,164,76
study2,simple,5876,124,129,7
study2,simple,5876,144,134,5
study2,simple,5876,139,179,3
study2,simple,5876,154,159,8
study2,simple,5876,169,119,3
study2,simple,5876,114,174,3
study2,simple,5876,164,149,3
study2,simple,5876,184,134,4
study2,simple,5876,144,129,3
study2,simple,5876,114,124,2
study2,simple,5876,159,174,4
study2,simple,5876,169,184,2
study2,simple,5876,154,164,7
study2,simple,5876,119,149,2
study2,simple,5876,124,179,3
study2,simple,5876,139,144,3
study2,simple,5876,129,134,2
study2,simple,5876,119,159,3
study2,simple,5876,169,139,3
study2,simple,5876,179,184,2
study2,simple,5876,114,164,3
study2,simple,5876,174,154,3
study2,simple,6792,129,144,122
study2,simple,6792,134,149,92
study2,simple,6792,119,124,47
study2,simple,6792,184,154,51
study2,simple,6792,179,169,61
study2,simple,6792,139,114,163
study2,simple,6792,159,174,31
study2,simple,6792,134,164,60
study2,simple,6792,149,129,18
study2,simple,6792,124,144,17
study2,simple,6792,169,174,19
study2,simple,6792,179,154,12
study2,simple,6792,119,114,18
study2,simple,6792,184,139,9
study2,simple,6792,159,164,17
study2,simple,6792,134,124,4
study2,simple,6792,149,144,8
study2,simple,6792,184,129,11
study2,simple,6792,159,154,8
study2,simple,6153,114,124,47
study2,simple,6153,149,169,26
study2,simple,6153,134,174,39
study2,simple,6153,119,164,39
study2,simple,6153,179,144,27
study2,simple,6153,129,139,58
study2,simple,6153,159,184,9
study2,simple,6153,154,169,31
study2,simple,6153,124,164,28
study2,simple,5358,134,129,34
study2,simple,5358,119,144,31
study2,simple,5358,179,139,75
study2,simple,5358,114,174,33
study2,simple,5358,149,154,15
study2,simple,5358,184,169,28
study2,simple,5358,124,164,17
study2,simple,5358,149,159,28
study2,simple,6800,179,139,48
study2,simple,6800,129,174,128
study2,simple,6800,119,144,14
study2,simple,6800,114,134,13
study2,simple,6800,149,159,10
study2,simple,6800,154,169,5
study2,simple,6800,184,124,13
study2,simple,6800,179,164,10
study2,simple,6800,134,174,8
study2,simple,6800,129,119,8
study2,simple,6800,144,139,4
study2,simple,6800,114,164,5
study2,simple,6800,149,184,9
study2,simple,6800,124,159,6
study2,simple,6800,169,174,5
study2,simple,6800,154,119,5
study2,simple,6800,114,139,5
study2,simple,6800,129,179,7
study2,simple,6800,144,134,3
study2,simple,6800,169,184,3
study2,simple,6800,124,164,5
study2,simple,6800,154,149,6
study2,simple,6800,129,159,3
study2,simple,6800,179,119,2
study2,simple,6800,139,174,2
study2,simple,5290,134,144,21
study2,simple,5290,114,159,11
study2,simple,5290,184,164,7
study2,simple,5290,179,129,9
study2,simple,5290,119,149,2
study2,simple,5290,154,174,7
study2,simple,5290,124,169,7
study2,simple,5290,144,139,2
study2,simple,5290,134,114,5
study2,simple,5290,119,124,5
study2,simple,5290,179,169,6
study2,simple,5290,164,174,7
study2,simple,5290,184,154,6
study2,simple,5290,159,139,2
study2,simple,5290,129,149,3
study2,simple,5290,144,114,3
study2,simple,5290,179,134,2
study2,simple,5290,119,159,3
study2,simple,5290,129,184,3
study2,simple,5290,124,149,3
study2,simple,5290,154,139,6
study2,simple,5290,174,169,4
study2,simple,5290,134,164,6
study2,simple,5290,144,169,2
study2,simple,5290,114,184,2
study2,simple,5962,159,164,51
study2,simple,5962,119,179,45
study2,simple,5962,144,114,89
study2,simple,5962,149,129,57
study2,simple,5962,134,124,36
study2,simple,5962,154,174,62
study2,simple,5962,184,139,97
study2,simple,5962,129,169,85
study2,simple,5962,119,159,17
study2,simple,5962,149,124,60
study2,simple,5962,154,134,7
study2,simple,5962,114,164,19
study2,simple,5962,179,144,13
study2,simple,5305,139,174,51
study2,simple,5305,184,124,42
study2,simple,5305,164,144,122
study2,simple,5305,114,154,39
study2,simple,5305,159,179,75
study2,simple,5305,119,129,30
study2,simple,5305,134,169,33
study2,simple,5305,139,149,26
study2,simple,5305,114,174,5
study2,simple,5305,119,159,13
study2,simple,5305,129,144,19
study2,simple,5305,179,184,5
study2,simple,5305,154,124,46
study2,simple,5305,149,164,14
study2,simple,5305,139,169,6
study2,simple,5305,134,174,4
study2,simple,5305,119,164,2
study2,simple,5305,129,179,36
study2,simple,5305,134,144,3
study2,simple,5305,114,124,3
study2,simple,5305,154,169,5
study2,simple,5305,149,159,13
study2,simple,5305,184,174,32
study2,simple,5305,139,184,3
study2,simple,5305,114,149,4
study2,simple,5779,159,164,83
study2,simple,5779,119,144,154
study2,simple,5779,129,169,33
